Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Age,Sex,Job_Status,Borough_MX,Has_Anxiety,Recent_Illness_Doctor_Visit,In_Relationship
1214,5.3,1.9,6.2,2.8,7.8,2.87,Low,22,Male,Full-time,Venustiano Carranza,No,Yes,Yes
1215,7.3,2.3,6.8,1.0,6.6,3.35,Moderate,21,Male,Part-time,Venustiano Carranza,Yes,No,No
1216,8.3,1.4,9.7,4.2,0.4,3.25,High,23,Male,Part-time,Alvaro Obregon,Yes,No,Yes
1217,6.0,0.2,8.7,5.0,4.1,3.04,Moderate,22,Female,Part-time,Gustavo A. Madero,No,Yes,Yes
1218,5.1,1.0,7.3,3.8,6.8,3.24,Low,24,Male,Not working,Miguel Hidalgo,Yes,No,Yes
1219,7.8,3.0,6.4,3.4,3.4,3.14,Moderate,22,Male,Not working,Tlahuac,No,No,Yes
1220,8.8,2.8,10.0,0.7,1.7,3.16,High,20,Female,Not working,Alvaro Obregon,No,No,Yes
1221,7.5,1.3,7.2,5.1,2.9,3.27,Moderate,24,Female,Part-time,Magdalena Contreras,No,No,Yes
1222,6.0,3.5,5.3,5.3,3.9,2.97,High,25,Female,Part-time,Xochimilco,Yes,Yes,Yes
1223,6.6,1.3,7.6,5.6,2.9,2.96,Moderate,23,Male,Part-time,Azcapotzalco,No,No,Yes
1224,9.3,1.6,6.0,2.5,4.6,3.31,High,20,Male,Not working,Iztapalapa,Yes,Yes,Yes
1225,6.9,3.7,8.8,2.3,2.3,3.03,Moderate,20,Male,Part-time,Iztapalapa,No,No,Yes
1226,5.3,1.0,7.2,0.9,9.6,2.85,Low,25,Male,Full-time,Iztapalapa,Yes,No,Yes
1227,9.7,3.1,6.3,2.9,2.0,3.5,High,22,Male,Part-time,Gustavo A. Madero,No,No,No
1228,9.4,2.1,8.9,2.0,1.6,3.43,High,22,Male,Full-time,Tlalpan,Yes,Yes,Yes
1229,7.8,0.5,5.6,3.2,6.9,3.36,High,22,Male,Full-time,Cuajimalpa de Morelos,Yes,No,Yes
1230,9.8,1.9,5.3,3.3,3.7,3.93,High,24,Female,Part-time,Iztapalapa,Yes,Yes,Yes
1231,9.2,4.0,7.2,1.2,2.4,3.1,High,23,Female,Not working,Tlahuac,Yes,No,Yes
1232,5.2,1.4,6.3,4.1,7.0,3.12,Low,21,Female,Part-time,Iztacalco,No,No,Yes
1233,9.7,1.1,9.1,0.2,3.9,3.3,High,22,Female,Part-time,Milpa Alta,Yes,No,Yes
1234,9.7,3.1,8.3,2.4,0.5,3.47,High,22,Female,Part-time,Xochimilco,Yes,No,Yes
1235,8.2,3.9,8.6,3.1,0.2,3.02,High,22,Male,Part-time,Iztapalapa,Yes,No,Yes
1236,7.6,0.5,8.0,2.9,5.0,3.15,Moderate,24,Male,Not working,Coyoacan,No,No,Yes
1237,8.1,0.0,6.0,2.9,7.0,3.19,High,21,Female,Part-time,Magdalena Contreras,No,No,Yes
1238,7.1,2.9,8.0,1.8,4.2,3.17,Moderate,22,Female,Not working,Iztapalapa,No,No,No
1239,7.1,0.9,9.8,0.8,5.4,3.01,Moderate,25,Female,Full-time,Benito Juarez,Yes,Yes,No
1240,6.1,3.1,6.0,0.5,8.3,2.9,Moderate,25,Female,Full-time,Tlahuac,No,Yes,No
1241,7.4,0.0,5.4,4.8,6.4,3.14,High,25,Male,Not working,Tlalpan,Yes,Yes,No
1242,9.3,2.7,5.3,4.7,2.0,3.41,High,23,Female,Full-time,Iztapalapa,Yes,No,No
1243,9.2,3.2,7.5,1.0,3.1,3.48,High,24,Male,Part-time,Magdalena Contreras,Yes,No,Yes
1244,9.9,0.6,6.1,1.3,6.1,3.63,High,21,Male,Not working,Cuauhtemoc,Yes,Yes,No
1245,9.0,0.7,5.3,6.0,3.0,3.56,High,21,Female,Not working,Iztapalapa,Yes,Yes,No
1246,7.8,3.6,9.6,0.0,3.0,3.09,Moderate,20,Male,Not working,Gustavo A. Madero,Yes,No,No
1247,5.4,1.0,8.3,5.3,4.0,3.27,Low,23,Female,Not working,Coyoacan,No,No,No
1248,5.9,3.2,9.8,1.4,3.7,2.71,Low,24,Female,Full-time,Azcapotzalco,No,No,Yes
1249,7.5,0.3,7.8,3.0,5.4,3.09,Moderate,23,Male,Full-time,Iztapalapa,Yes,No,No
1250,6.7,2.1,7.9,0.1,7.2,2.78,Moderate,22,Female,Full-time,Tlahuac,Yes,No,No
1251,8.8,2.9,6.8,0.3,5.2,3.17,High,22,Male,Not working,Cuauhtemoc,Yes,No,No
1252,5.9,2.3,5.8,2.1,7.9,2.66,High,24,Female,Part-time,Iztapalapa,No,No,Yes
1253,8.5,2.2,6.9,2.5,3.9,3.25,High,21,Female,Part-time,Cuauhtemoc,No,Yes,Yes
1254,5.4,3.5,5.4,4.2,5.5,2.81,High,23,Male,Full-time,Magdalena Contreras,Yes,No,No
1255,9.6,1.1,6.9,3.4,3.0,3.37,High,24,Male,Part-time,Cuauhtemoc,Yes,No,No
1256,8.3,1.6,7.4,0.3,6.4,3.29,High,23,Female,Not working,Iztacalco,Yes,Yes,Yes
1257,6.0,3.2,7.3,1.8,5.7,3.11,Moderate,23,Female,Full-time,Iztacalco,No,No,No
1258,8.7,1.1,5.6,1.5,7.1,3.24,High,23,Female,Part-time,Coyoacan,Yes,Yes,No
1259,9.6,2.3,7.7,2.6,1.8,3.67,High,23,Male,Full-time,Coyoacan,Yes,No,Yes
1260,7.6,0.5,5.6,3.2,7.1,3.04,High,22,Female,Full-time,Cuauhtemoc,No,Yes,Yes
1261,9.7,1.2,9.3,2.9,0.9,3.51,High,20,Male,Not working,Iztapalapa,No,No,No
1262,6.0,1.5,7.5,4.4,4.6,2.8,Moderate,20,Female,Not working,Iztapalapa,Yes,No,No
1263,5.6,1.6,7.4,3.2,6.2,2.75,Low,23,Female,Full-time,Milpa Alta,Yes,Yes,Yes
1264,9.0,2.8,7.8,3.1,1.3,3.43,High,22,Male,Part-time,Venustiano Carranza,Yes,No,Yes
1265,7.1,0.6,8.3,3.1,4.9,2.79,Moderate,25,Male,Full-time,Iztapalapa,No,No,Yes
1266,9.5,2.3,5.4,2.7,4.1,3.67,High,23,Male,Part-time,Gustavo A. Madero,Yes,Yes,No
1267,8.8,3.2,7.5,4.0,0.5,3.2,High,25,Male,Full-time,Iztapalapa,No,No,Yes
1268,9.5,3.6,8.4,2.1,0.4,3.11,High,21,Male,Not working,Gustavo A. Madero,Yes,No,No
1269,5.4,3.5,6.6,1.1,7.4,2.72,Low,25,Male,Not working,Alvaro Obregon,No,No,No
1270,6.3,1.3,5.7,1.8,8.9,2.65,High,23,Female,Full-time,Gustavo A. Madero,Yes,Yes,Yes
1271,7.9,1.8,6.7,4.5,3.1,3.24,Moderate,25,Female,Not working,Cuajimalpa de Morelos,Yes,No,Yes
1272,6.7,3.0,5.8,0.8,7.7,3.09,High,21,Male,Not working,Iztapalapa,Yes,Yes,No
1273,6.7,3.2,6.2,0.4,7.5,2.74,Moderate,21,Male,Part-time,Alvaro Obregon,No,No,No
1274,7.8,2.1,8.3,1.4,4.4,3.31,Moderate,22,Male,Not working,Cuauhtemoc,Yes,No,Yes
1275,9.3,1.2,8.5,0.1,4.9,3.1,High,25,Male,Part-time,Alvaro Obregon,Yes,Yes,Yes
1276,7.7,0.3,9.0,1.3,5.7,2.9,Moderate,23,Male,Not working,Gustavo A. Madero,No,No,Yes
1277,8.4,3.2,7.8,3.4,1.2,3.02,High,24,Female,Part-time,Alvaro Obregon,No,Yes,No
1278,9.0,1.2,7.9,4.4,1.5,3.62,High,21,Male,Part-time,Cuauhtemoc,Yes,No,No
1279,6.9,1.2,7.3,4.9,3.7,3.05,Moderate,25,Male,Not working,Cuauhtemoc,No,No,Yes
1280,8.3,3.6,5.5,1.4,5.2,3.4,High,24,Male,Part-time,Cuauhtemoc,Yes,No,No
1281,8.5,3.3,9.3,1.2,1.7,3.25,High,22,Male,Part-time,Iztacalco,Yes,Yes,Yes
1282,6.2,1.2,8.9,0.5,7.2,2.76,Moderate,21,Male,Not working,Alvaro Obregon,No,No,Yes
1283,9.1,1.7,8.0,0.5,4.7,3.23,High,22,Female,Full-time,Xochimilco,Yes,No,No
1284,9.8,3.2,7.3,0.8,2.9,3.42,High,23,Male,Not working,Miguel Hidalgo,No,No,No
1285,9.7,1.4,5.8,3.4,3.7,3.67,High,22,Female,Part-time,Milpa Alta,Yes,No,Yes
1286,7.4,4.0,8.4,0.3,3.9,3.15,Moderate,23,Male,Full-time,Iztapalapa,No,No,Yes
1287,10.0,1.6,6.4,3.3,2.7,3.39,High,21,Female,Full-time,Tlalpan,Yes,No,Yes
1288,5.0,1.8,9.2,3.4,4.6,2.7,Low,25,Male,Part-time,Benito Juarez,Yes,Yes,No
1289,10.0,1.1,6.4,1.0,5.5,3.4,High,24,Male,Part-time,Xochimilco,Yes,No,Yes
1290,9.0,3.6,9.9,0.3,1.2,3.19,High,24,Female,Full-time,Gustavo A. Madero,Yes,Yes,Yes
1291,9.4,1.3,5.6,5.2,2.5,3.2,High,21,Male,Not working,Magdalena Contreras,Yes,No,No
1292,7.1,1.1,8.7,2.7,4.4,3.15,Moderate,24,Female,Not working,Tlahuac,No,No,Yes
1293,9.9,0.2,6.8,2.9,4.2,3.09,High,21,Female,Part-time,Iztapalapa,No,No,Yes
1294,8.6,3.5,9.7,1.8,0.4,3.3,High,25,Female,Not working,Alvaro Obregon,No,No,Yes
1295,9.3,2.2,9.1,1.0,2.4,3.07,High,21,Female,Part-time,Miguel Hidalgo,Yes,No,No
1296,7.3,1.1,9.8,1.8,4.0,2.91,Moderate,22,Male,Full-time,Gustavo A. Madero,No,Yes,No
1297,5.5,2.1,5.3,0.7,10.4,2.79,High,24,Male,Not working,Gustavo A. Madero,Yes,No,No
1298,7.2,3.2,8.7,2.1,2.8,2.78,Moderate,21,Male,Part-time,Alvaro Obregon,No,No,Yes
1299,6.7,1.3,8.9,0.3,6.8,2.79,Moderate,20,Female,Full-time,Iztapalapa,Yes,No,No
1300,6.2,3.7,9.3,3.4,1.4,2.92,Moderate,22,Female,Part-time,Alvaro Obregon,Yes,Yes,No
1301,7.4,2.1,9.9,4.4,0.2,3.23,Moderate,22,Male,Part-time,Iztapalapa,No,Yes,Yes
1302,6.0,0.9,8.4,2.4,6.3,2.79,Moderate,22,Female,Not working,Magdalena Contreras,Yes,No,No
1303,9.7,0.4,7.6,5.5,0.8,3.73,High,23,Male,Not working,Benito Juarez,Yes,No,Yes
1304,5.8,3.9,9.6,0.8,3.9,2.57,Low,22,Female,Not working,Cuauhtemoc,No,No,No
1305,5.6,0.3,9.5,1.2,7.4,2.57,Low,23,Female,Part-time,Xochimilco,No,No,No
1306,8.0,0.3,6.1,5.6,4.0,2.76,Moderate,21,Male,Not working,Xochimilco,No,No,No
1307,9.5,3.1,5.1,2.0,4.3,3.14,High,22,Female,Part-time,Azcapotzalco,No,No,Yes
1308,9.5,2.5,5.4,5.5,1.1,3.59,High,23,Female,Part-time,Iztacalco,Yes,No,Yes
1309,9.8,0.3,7.7,1.8,4.4,3.23,High,21,Female,Part-time,Gustavo A. Madero,Yes,No,No
1310,7.9,3.8,7.5,0.4,4.4,3.11,Moderate,21,Male,Not working,Magdalena Contreras,No,No,No
1311,8.1,1.4,9.3,2.3,2.9,3.11,High,22,Female,Not working,Tlalpan,Yes,No,No
1312,8.8,1.1,8.8,1.1,4.2,3.22,High,25,Female,Part-time,Tlahuac,No,No,No
1313,6.6,1.9,9.7,5.4,0.4,2.88,Moderate,25,Female,Full-time,Magdalena Contreras,No,No,No
1314,5.7,2.0,7.3,5.4,3.6,2.62,Low,20,Male,Part-time,Gustavo A. Madero,Yes,No,Yes
1315,9.7,1.5,7.5,4.8,0.5,3.3,High,22,Female,Part-time,Iztacalco,Yes,No,No
1316,6.1,0.8,5.2,3.9,8.0,2.56,High,22,Male,Part-time,Gustavo A. Madero,Yes,No,No
1317,6.3,0.2,6.2,4.8,6.5,2.93,Moderate,22,Female,Part-time,Iztapalapa,Yes,Yes,No
1318,7.1,3.9,6.0,1.3,5.7,3.3,Moderate,22,Female,Part-time,Tlalpan,Yes,Yes,No
1319,6.5,0.7,6.9,5.5,4.4,2.71,Moderate,22,Male,Not working,Cuauhtemoc,Yes,No,Yes
1320,9.7,0.2,6.1,3.4,4.6,3.81,High,22,Female,Part-time,Benito Juarez,No,No,Yes
1321,8.1,0.2,7.0,3.9,4.8,3.41,High,21,Female,Part-time,Iztacalco,No,Yes,No
1322,6.6,0.4,7.1,0.8,9.1,3.27,Moderate,20,Male,Part-time,Gustavo A. Madero,Yes,No,Yes
1323,9.7,1.9,6.6,4.4,1.4,3.06,High,21,Male,Part-time,Alvaro Obregon,Yes,Yes,No
1324,9.1,3.5,8.4,0.1,2.9,3.36,High,22,Female,Not working,Miguel Hidalgo,Yes,No,No
1325,7.8,3.1,5.7,1.4,6.0,3.14,High,23,Male,Part-time,Gustavo A. Madero,No,Yes,Yes
1326,7.2,0.0,9.1,2.2,5.5,3.41,Moderate,25,Female,Full-time,Magdalena Contreras,Yes,No,Yes
1327,7.7,2.7,8.5,4.9,0.2,2.68,Moderate,21,Female,Not working,Gustavo A. Madero,No,No,No
1328,9.8,2.6,6.5,0.6,4.5,3.62,High,24,Male,Not working,Miguel Hidalgo,No,Yes,Yes
1329,9.2,1.4,8.3,2.4,2.7,3.47,High,22,Female,Not working,Tlahuac,Yes,Yes,No
1330,5.3,1.7,7.7,2.6,6.7,2.54,Low,22,Female,Part-time,Alvaro Obregon,Yes,No,No
1331,8.7,3.3,8.9,0.1,3.0,3.34,High,23,Male,Part-time,Coyoacan,No,Yes,No
1332,9.7,3.3,9.2,0.5,1.3,3.18,High,22,Female,Not working,Xochimilco,No,No,No
1333,7.1,1.9,5.8,0.2,9.0,3.02,High,21,Female,Part-time,Iztacalco,No,No,No
1334,9.6,2.3,8.3,3.5,0.3,3.41,High,21,Male,Not working,Xochimilco,Yes,No,Yes
1335,6.7,2.5,5.2,1.1,8.5,3.11,High,21,Female,Not working,Coyoacan,No,Yes,Yes
1336,6.8,1.5,7.7,0.0,8.0,3.15,Moderate,21,Female,Not working,Iztapalapa,No,Yes,Yes
1337,6.2,0.8,6.3,4.8,5.9,2.76,Moderate,23,Male,Full-time,Cuauhtemoc,Yes,No,No
1338,7.5,3.5,6.2,0.5,6.3,3.0,Moderate,23,Male,Full-time,Cuauhtemoc,No,Yes,Yes
1339,6.8,3.0,7.8,4.9,1.5,2.99,Moderate,21,Male,Part-time,Azcapotzalco,Yes,Yes,No
1340,5.2,3.9,6.9,0.9,7.1,3.28,Low,20,Female,Part-time,Azcapotzalco,No,Yes,Yes
1341,8.3,1.1,7.9,3.5,3.2,3.49,High,24,Male,Part-time,Gustavo A. Madero,Yes,No,Yes
1342,6.3,1.8,7.7,4.0,4.2,2.91,Moderate,22,Female,Not working,Cuauhtemoc,Yes,Yes,Yes
1343,8.9,1.6,8.2,0.8,4.5,3.3,High,22,Female,Not working,Iztapalapa,Yes,No,No
1344,8.6,0.1,6.0,2.9,6.4,3.42,High,22,Male,Not working,Magdalena Contreras,No,No,No
1345,9.4,2.1,9.6,1.4,1.5,3.2,High,22,Female,Not working,Alvaro Obregon,Yes,Yes,No
1346,9.0,1.0,9.5,4.1,0.4,3.34,High,21,Female,Not working,Iztapalapa,No,No,Yes
1347,9.7,2.1,8.4,3.0,0.8,3.51,High,24,Male,Part-time,Alvaro Obregon,Yes,Yes,No
1348,5.2,2.0,5.8,1.1,9.9,2.58,High,24,Female,Full-time,Iztacalco,Yes,Yes,Yes
1349,6.8,1.7,8.1,0.4,7.0,2.75,Moderate,23,Female,Not working,Tlalpan,No,No,Yes
1350,7.9,2.5,7.8,4.3,1.5,3.19,Moderate,20,Female,Part-time,Gustavo A. Madero,Yes,No,No
1351,6.7,3.1,7.2,2.9,4.1,3.24,Moderate,23,Female,Not working,Tlahuac,Yes,No,Yes
1352,6.5,0.3,5.5,5.5,6.2,3.28,High,23,Male,Full-time,Tlahuac,No,No,Yes
1353,8.4,0.5,6.8,3.6,4.7,3.34,High,23,Male,Full-time,Gustavo A. Madero,Yes,Yes,No
1354,5.0,0.8,9.8,3.7,4.7,2.69,Low,23,Female,Full-time,Tlahuac,Yes,No,Yes
1355,6.3,0.3,5.1,1.5,10.8,2.9,High,24,Female,Not working,Alvaro Obregon,Yes,No,No
1356,8.6,3.7,7.0,0.9,3.8,3.48,High,22,Female,Part-time,Miguel Hidalgo,Yes,Yes,No
1357,7.6,3.6,9.0,0.3,3.5,3.27,Moderate,20,Female,Not working,Tlahuac,Yes,No,Yes
1358,9.5,0.5,7.7,5.3,1.0,3.78,High,25,Female,Not working,Venustiano Carranza,No,Yes,Yes
1359,7.1,1.9,5.4,1.7,7.9,3.14,High,25,Female,Not working,Gustavo A. Madero,Yes,No,Yes
1360,6.4,1.8,8.4,1.0,6.4,2.93,Moderate,23,Female,Part-time,Milpa Alta,No,No,Yes
1361,7.4,3.0,9.3,2.7,1.6,2.95,Moderate,20,Female,Not working,Iztacalco,No,Yes,Yes
1362,9.7,0.5,8.9,1.3,3.6,3.53,High,24,Male,Full-time,Iztapalapa,No,No,Yes
1363,9.7,2.9,8.8,0.6,2.0,3.87,High,22,Female,Not working,Iztapalapa,Yes,No,No
1364,8.8,0.4,9.8,4.5,0.5,3.12,High,21,Male,Not working,Milpa Alta,Yes,No,Yes
1365,6.4,3.3,7.6,2.8,3.9,3.11,Moderate,24,Male,Full-time,Venustiano Carranza,Yes,No,Yes
1366,8.6,1.6,8.1,4.0,1.7,2.94,High,25,Male,Not working,Coyoacan,Yes,No,Yes
1367,8.6,0.2,9.3,2.7,3.2,3.11,High,23,Female,Full-time,Iztapalapa,Yes,No,No
1368,7.4,3.5,6.9,4.5,1.7,2.95,Moderate,22,Female,Full-time,Benito Juarez,No,Yes,No
1369,5.5,1.9,10.0,4.6,2.0,2.83,Low,21,Male,Part-time,Xochimilco,No,No,Yes
1370,6.2,1.6,8.9,4.6,2.7,2.63,Moderate,22,Male,Part-time,Benito Juarez,Yes,Yes,Yes
1371,6.1,3.7,8.0,2.3,3.9,3.41,Moderate,25,Male,Full-time,Alvaro Obregon,Yes,Yes,No
1372,7.8,1.9,7.5,1.1,5.7,3.18,Moderate,22,Female,Part-time,Benito Juarez,No,No,No
1373,9.1,2.2,5.7,4.6,2.4,3.17,High,22,Male,Not working,Cuauhtemoc,Yes,No,Yes
1374,7.6,0.5,9.7,1.1,5.1,3.07,Moderate,22,Male,Not working,Alvaro Obregon,Yes,No,Yes
1375,6.3,1.6,6.9,4.8,4.4,2.69,Moderate,23,Male,Full-time,Benito Juarez,Yes,No,No
1376,6.3,2.0,5.7,3.7,6.3,2.91,High,21,Male,Not working,Xochimilco,Yes,No,Yes
1377,7.8,2.9,9.7,3.3,0.3,3.09,Moderate,23,Female,Not working,Magdalena Contreras,No,No,Yes
1378,9.5,3.9,9.3,0.1,1.2,3.28,High,21,Male,Part-time,Gustavo A. Madero,Yes,Yes,Yes
1379,9.7,1.7,5.0,2.7,4.9,3.47,High,23,Male,Part-time,Azcapotzalco,Yes,No,No
1380,6.7,1.9,8.1,5.2,2.1,2.88,Moderate,25,Female,Full-time,Iztapalapa,No,Yes,Yes
1381,8.3,1.7,9.1,4.4,0.5,3.26,High,22,Female,Not working,Gustavo A. Madero,Yes,No,No
1382,6.4,0.2,8.3,5.2,3.9,2.75,Moderate,23,Male,Not working,Alvaro Obregon,Yes,Yes,Yes
1383,5.8,3.2,9.3,5.2,0.5,2.96,Low,24,Male,Part-time,Miguel Hidalgo,No,Yes,Yes
1384,6.6,2.2,5.3,0.3,9.6,2.94,High,24,Male,Full-time,Coyoacan,Yes,Yes,No
1385,8.6,1.8,6.3,1.1,6.2,3.2,High,23,Female,Full-time,Iztapalapa,Yes,No,Yes
1386,7.4,1.4,6.6,5.8,2.8,2.87,Moderate,24,Male,Part-time,Tlalpan,Yes,No,Yes
1387,8.2,0.1,7.2,5.3,3.2,3.12,High,20,Male,Part-time,Iztacalco,Yes,Yes,No
1388,8.8,2.4,7.9,0.3,4.6,3.26,High,22,Male,Part-time,Iztapalapa,Yes,Yes,No
1389,5.7,2.5,6.0,3.0,6.8,2.5,Low,21,Male,Part-time,Cuauhtemoc,No,No,Yes
1390,9.7,3.4,8.6,0.2,2.1,3.53,High,23,Male,Full-time,Venustiano Carranza,No,No,Yes
1391,5.5,2.0,5.8,5.9,4.8,2.82,High,25,Male,Full-time,Cuajimalpa de Morelos,Yes,No,Yes
1392,6.8,2.6,5.6,2.6,6.4,2.77,High,23,Male,Full-time,Miguel Hidalgo,Yes,No,Yes
1393,6.4,3.6,5.2,5.5,3.3,2.86,High,22,Male,Not working,Tlalpan,Yes,No,Yes
1394,8.9,0.1,9.8,2.7,2.5,3.51,High,23,Male,Part-time,Iztapalapa,Yes,Yes,Yes
1395,6.5,1.5,5.3,5.9,4.8,3.0,High,25,Female,Full-time,Iztapalapa,Yes,No,No
1396,7.2,3.8,6.2,3.2,3.6,3.02,Moderate,22,Male,Part-time,Tlalpan,No,Yes,Yes
1397,7.4,2.8,5.3,1.2,7.3,3.25,High,22,Female,Part-time,Xochimilco,Yes,Yes,Yes
1398,5.9,2.3,6.1,5.2,4.5,2.72,Low,23,Male,Part-time,Alvaro Obregon,No,Yes,Yes
1399,9.7,2.1,6.8,1.3,4.1,3.55,High,22,Male,Part-time,Tlalpan,Yes,No,Yes
1400,9.7,1.6,8.5,2.1,2.1,3.87,High,24,Female,Full-time,Coyoacan,Yes,No,No
1401,7.6,1.1,7.3,2.8,5.2,3.2,Moderate,21,Male,Not working,Milpa Alta,Yes,No,No
1402,6.6,0.2,7.5,3.3,6.4,3.02,Moderate,22,Male,Part-time,Benito Juarez,No,No,No
1403,5.8,3.0,9.9,5.0,0.3,2.93,Low,20,Female,Part-time,Cuauhtemoc,Yes,No,Yes
1404,8.5,1.8,7.7,5.1,0.9,3.23,High,23,Female,Not working,Gustavo A. Madero,Yes,Yes,No
1405,7.4,1.5,7.5,3.5,4.1,3.33,Moderate,23,Male,Not working,Iztacalco,No,Yes,No
1406,5.5,2.4,5.6,0.5,10.0,3.11,High,21,Male,Not working,Iztapalapa,Yes,Yes,Yes
1407,7.6,1.6,7.9,0.5,6.4,2.89,Moderate,21,Male,Full-time,Gustavo A. Madero,Yes,No,No
1408,9.9,2.2,8.4,1.1,2.4,3.43,High,23,Male,Part-time,Milpa Alta,No,No,Yes
1409,5.5,3.9,6.4,2.5,5.7,2.8,Low,25,Male,Full-time,Azcapotzalco,No,No,No
1410,9.1,2.1,6.4,0.4,6.0,3.37,High,21,Female,Part-time,Iztacalco,Yes,No,Yes
1411,5.8,3.6,8.4,1.5,4.7,2.91,Low,23,Female,Not working,Magdalena Contreras,No,No,Yes
1412,7.9,1.6,6.8,1.3,6.4,3.1,Moderate,22,Female,Full-time,Gustavo A. Madero,Yes,Yes,Yes
1413,8.3,3.9,5.9,3.5,2.4,2.95,High,20,Male,Full-time,Azcapotzalco,Yes,Yes,No
1414,6.3,3.3,7.4,3.3,3.7,2.52,Moderate,24,Male,Not working,Tlalpan,No,No,Yes
1415,6.5,0.7,5.4,4.3,7.1,3.1,High,23,Male,Part-time,Iztacalco,No,No,Yes
1416,7.0,1.7,7.3,2.2,5.8,2.85,Moderate,21,Male,Full-time,Magdalena Contreras,No,No,No
1417,5.5,1.2,8.3,4.0,5.0,2.76,Low,22,Male,Full-time,Iztapalapa,No,No,No
1418,6.0,0.8,5.1,5.4,6.7,2.54,High,22,Female,Not working,Xochimilco,Yes,Yes,Yes
1419,6.1,0.9,6.4,0.8,9.8,2.79,Moderate,25,Female,Full-time,Venustiano Carranza,Yes,Yes,Yes
1420,5.7,2.6,6.7,4.2,4.8,2.9,Low,21,Male,Full-time,Benito Juarez,No,No,No
1421,7.8,1.0,8.3,0.7,6.2,2.69,Moderate,20,Female,Full-time,Venustiano Carranza,No,No,Yes
1422,6.3,2.4,9.4,5.9,0.0,3.22,Moderate,22,Male,Not working,Cuauhtemoc,Yes,Yes,No
1423,8.0,1.6,6.1,1.5,6.8,2.75,Moderate,21,Male,Not working,Iztacalco,No,No,No
1424,9.6,1.5,6.9,2.3,3.7,3.37,High,25,Male,Full-time,Tlalpan,Yes,No,Yes
1425,9.2,2.6,8.1,1.4,2.7,3.39,High,22,Male,Not working,Iztacalco,Yes,No,No
1426,7.0,2.0,8.3,0.1,6.6,3.27,Moderate,24,Male,Full-time,Cuauhtemoc,No,No,No
1427,9.4,1.8,6.7,0.8,5.3,3.37,High,22,Female,Part-time,Xochimilco,Yes,Yes,No
1428,7.0,2.7,7.1,5.8,1.4,2.47,Moderate,20,Female,Part-time,Benito Juarez,Yes,No,Yes
1429,8.0,3.2,5.5,2.4,4.9,3.36,High,25,Male,Part-time,Iztapalapa,Yes,No,Yes
1430,9.3,0.3,5.4,5.1,3.9,3.02,High,22,Male,Part-time,Venustiano Carranza,Yes,Yes,Yes
1431,6.1,2.7,7.7,5.0,2.5,3.04,Moderate,22,Female,Part-time,Alvaro Obregon,Yes,Yes,Yes
1432,7.1,1.3,8.0,5.6,2.0,3.08,Moderate,24,Female,Not working,Gustavo A. Madero,No,No,Yes
1433,9.2,4.0,5.1,0.6,5.1,3.62,High,24,Female,Full-time,Cuauhtemoc,No,No,No
1434,6.4,1.0,8.9,0.3,7.4,3.04,Moderate,23,Male,Not working,Iztapalapa,Yes,No,Yes
1435,6.8,2.0,7.8,4.4,3.0,3.27,Moderate,23,Female,Part-time,Miguel Hidalgo,No,No,Yes
1436,7.9,2.2,8.2,1.5,4.2,2.87,Moderate,25,Female,Full-time,Xochimilco,No,No,Yes
1437,5.4,0.5,6.1,3.0,9.0,2.91,Low,25,Female,Not working,Benito Juarez,No,No,Yes
1438,8.9,1.4,7.0,2.4,4.3,3.5,High,24,Female,Part-time,Cuauhtemoc,Yes,Yes,Yes
1439,6.0,0.2,8.0,5.9,3.9,2.76,Moderate,23,Male,Part-time,Benito Juarez,No,No,No
1440,9.1,2.8,9.7,1.0,1.4,3.53,High,20,Male,Part-time,Cuauhtemoc,Yes,Yes,No
1441,8.3,1.9,8.2,2.5,3.1,3.25,High,23,Female,Not working,Gustavo A. Madero,No,No,No
1442,7.6,3.2,8.7,3.0,1.5,2.86,Moderate,22,Male,Part-time,Azcapotzalco,Yes,No,Yes
1443,5.6,2.9,7.5,5.4,2.6,2.98,Low,25,Female,Part-time,Tlalpan,No,Yes,Yes
1444,5.7,3.0,5.0,1.0,9.3,2.42,High,22,Female,Not working,Azcapotzalco,Yes,Yes,Yes
1445,7.9,2.9,9.6,2.5,1.1,2.99,Moderate,22,Female,Not working,Xochimilco,No,No,Yes
1446,5.0,0.5,7.7,4.1,6.7,3.07,Low,22,Male,Part-time,Magdalena Contreras,No,No,No
1447,7.1,2.9,7.6,0.4,6.0,3.15,Moderate,23,Male,Part-time,Cuajimalpa de Morelos,No,Yes,Yes
1448,8.6,3.6,5.6,5.9,0.3,3.21,High,22,Female,Part-time,Azcapotzalco,Yes,No,No
1449,6.0,0.0,10.0,1.7,6.3,2.7,Moderate,24,Male,Full-time,Magdalena Contreras,No,No,Yes
1450,7.9,3.6,6.6,4.0,1.9,3.29,Moderate,25,Male,Full-time,Cuauhtemoc,No,No,Yes
1451,5.9,2.5,6.7,1.3,7.6,2.7,Low,23,Female,Not working,Gustavo A. Madero,Yes,No,Yes
1452,9.5,1.6,6.2,2.7,4.0,3.32,High,24,Male,Not working,Xochimilco,Yes,No,Yes
